id,news_url,title,tweet_ids,dataset_label
politifact11577,http://www.cbsnews.com/news/democratic-debate-bernie-sanders-really-isnt-as-socialist-as-president-eisenhower/,"Democratic debate: Bernie Sanders really isn't as ""socialist"" as President Eisenhower",665746688112533504	665893229909291009	665913112684584960	665927583679307779	665934696589737985	665937475320188929	665967466913361922	666007303976521730	666011601196199936	666229967827529729	698562546169618433	708441771496382469,politifact_real
politifact2816,http://abcnews.go.com/ThisWeek/week-transcript-madeleine-albright-sen-lindsey-graham-sen/story?id=12143913&page=4,"'This Week' Transcript: Madeleine Albright, Sen. Lindsey Graham, Sen. Kent Conrad and David Cote",4049856423272448	4236799748603905	64734518514421760	145922746390544384	145928349733240832	145931532446613505	145987495539118080,politifact_real
politifact12770,https://webcache.googleusercontent.com/search?q=cache:iAHFXMsO0xwJ:https://www.whitehousehistory.org/questions/did-slaves-build-the-white-house+&cd=1&hl=en&ct=clnk&gl=us&client=safari,Q&A: Did slaves build the White House?,,politifact_real
politifact7714,http://www.cq.com/doc/newsmakertranscripts-4264862,Rep Poe Interviewed on Fox Business Network,,politifact_real
politifact8769,http://cq.com/doc/newsmakertranscripts-4408218,Senate Democrats news conference on the Senate Climate Action Task Force,,politifact_real
politifact1825,http://abcnews.go.com/ThisWeek/week-transcript-kaine-steele/story?id=10721384,'This Week' Transcript: Kaine and Steele,,politifact_real
politifact98,http://nymag.com/news/features/34992/,Encounters With 'Regular Guy' Fred Thompson -- New York Magazine,4062857990	6290571948	7621176805	7635924949	13096909090	16970238706	16970253868	24670070218	24670355597	59944153685049344	59944155777994752	104845285620060160	106448538950574080	126068145898274816	213253071189446656	215199605292408832	234020208489148417	234022596369342464	234037327066963969	234037399452274689	234109489769484288	249266868009971713	274542253354123265	277092397052211200	286524121381220352	304317686391910400	305063078960197632	305063077173411840	305066851078123520	309398447042203648	310817089332056064	310817094453313536	310817099658448896	310817103626268672	347565740741779456	354373462493634561	354434302999666689	437923740051980288	463385320680341504	468950834001485825	471131092339011584	559161657361174529	559614705539776513	613393156130914304	625773653662142464	625779938814263296	625783232366161920	625783242981928960	625785619180982272	625816393569579008	625853848289210368	625854045857550336	625887244423925760	625977253835333632	625979447385047041	625979460471296000	626028477943316481	626111952020860928	626157538522742784	626167716228018176	626173178235088897	626245825203601408	626290889044922369	626405810273394688	628003842513338369	628004046629142528	628004057005821952	628004060990435328	628004077465694208	628004081735479300	628004088379273216	628004178112155648	628004197439508481	628004207514288128	628004225910468609	628004229630849024	628004232839434240	628004238942175233	628004236006195200	628004240196288512	628004253534134272	628004256273068032	628004266792353792	628004276384743424	628004273662652416	628004273650028545	628004307166740480	628004313424621568	628004451543056384	628004471197577216	628004493855227904	628004493280604160	628004490734632961	628004490713677824	628004501635616768	628004510313644032	628004517318139904	628004522401624064	628004534145687552	628004549165494272	628004565103845376	628004562528550912	628004567863721984	628004571537874944	628004580597628928	628004646670483460	628004723589783552	628004745265958912	628004743273676800	628004770637312000	628004779940278273	628004794712621056	628004823498100736	628004850656235520	636376620215988225	644997417142763520	771623645789630464	854784228004855808	862162996709257218	880314508060884992	889324472163061762	937924272927969280	943017798963486720	943147885964812288	943325845653020672	946108711998771201	952555312665583616	955831503241535489	955840212659245058	961082293661118464	964253201099870214	964739086413123585	965164848937136128	971208626252795904	971439981280587782	971726026983333888	972364945630384128	972759050571182081	1006679846989287427	1036952586912456704	1037437998235770880	1039204393630031872	1039596458020876288	1039778140866994176	1040822470981365760	1052833807848460288	1069367631046733824	1070641815299198978	1070654389885591553	1070663994359336961	1071002208294981633,politifact_real
politifact179,http://www.washingtonpost.com/ac2/wp-dyn/A58859-2003Jul28,"Washington Post: Breaking News, World, US, DC News & Analysis",689031365598261248	689031908177645568	689056533112590336	689061958474166272	689066397037645824	689075687295217664	689081594288668672	689081642800001025	689105628913086466	689106115594956800	689121409109463040	689132031121469440	689173529498140673	689191796081995776	689196321811599360	689196791783378945	689197802518384644	689205403343667200	689218800420564992	689238850011574272	689239381652189184	689452416698155008	689599592896180224	689674916807995392	690994650778202112	691468072889155584	691803882243166208	691805269018415105	691805265927213056	691805271887319041	691805274580074497	691806776652644353	691806782969217024	691806779756404736	691806785880117249	691806788908351488	691809197042831364	691809201740472321	691809207297949696	691809204483547139	691809210263326720	691812566813806596	691812563487715329	691812570664177666	691812574774595584	691821629639409665	691821633607176194	692200117739360260	692204378237898753	692204381215813633	692204384281837569	692204390099320838	692204387171721218	692206334117281794	692206339888697344	692206337137205248	692206342845652994	692208930903187461	692208937215660032	692208933960826882	692208940029984768	692208943016361985	692217237495779329	692217234010300416	692217240838606849	692280998558588928	692281000945152000	693229713016270848	695466654176686081	695466770380038144	695476183849398272	695476562544570368	695476631016706049	695476965428465664	695476963826225152	695477278445277185	695477603063500800	695477640849965056	695478063497404416	695478150436884480	695478156195528705	695478440359759872	695478585835003904	695478902517530624	695479170999197696	695479249705144321	695479495495553025	695479555985928192	695479649929949184	695479681060052992	695479755739635713	695480013202657280	695480119670996993	695480243050700803	695480371861987328	695480420746575873	695480438882705409	695480462333124608	695480503764299776	695480511364362240	695480572001587200	695480628075216896	695480644105805824	695480743326326785	695480787530027008	695480847055527936	695480892496703488	695481132192768000	695481247347380225	695481361398784000	695481435336110080	695481461453881344	695481631847485440	695481638621302784	695482038468616192	695482277258620929	695482279229939712	695482562563551233	695482614271111168	695482642951700480	695482664409821184	695482782064185344	695482780990509056	695483172503601152	695483376451592192	695483393799274496	695483562322055169	695483589711040512	695483698288992256	695483696393093121	695483841734144001	695483851221704704	695484040737112064	695484049016680448	695484253774225408	695484328445259776	695484335114178560	695484361232093184	695484375647940608	695484553977319424	695485026297868288	695485476237660161	695485548199178240	695485551630094336	695485550719971329	695485733742596097	695486388746219520	695486519331725313	695486811041234944	695486810781147136	695486813947887617	695486812043681794	695486817886310400	695486817307488256	695486816057622528	695486815998873600	695486821539532800	695486826623045633	695486825868099588	695486828225245185	695486840330006528	695486837373054976	695487498550714368	695487787915747328	695488106611503105	695488112135442432	695488136881819648	695488144875991040	695488150617980928	695488156825616384	695488158343917568	695488180531757056	695488302238076928	695488328737533953	695488417006637056	695488449349025792	695488747920424960	695488763967868928	695488774738989056	695488790836543488	695488801750147072	695488801636941824	695488801121001472	695488827935174657	695488829747113985	695488954724962304	695489224833966080	695489770114383872	695490075107262464	695490094522830848	695490429106651136	695490582240747520	695490984864514048	695492300399456256	695492309098430464	695492322474110977	695492331521253376	695492347761590272	695492374185684992	695492374168891392	695492373732728832	695492469765578752	695492498408480768	695492495623348224	695492564279922688	695492596093710337	695492677723230208	695492681196302336	695492745553584128	695492754328014848	695492821214564352	695492837249449984	695494178843836416	695494285454655488	695494653655670784	695494677932290048	695494717388099584	695494732223414272	695494777077256192	695494792998813696	695494836409860096	695494849521266688	695494858669043713	695494868257239040	695494879296655360	695494888897404929	695494899047661568	695494904374398977	695494913887064064	695494937069027329	695494946023804929	695494982086438912	695494992622583808	695495001149575169	695495014269386752	695495025522712576	695495039619768320	695495105956995072	695495103595438080	695495113552736256	695495122486603776	695495132137664515	695495141319008256	695495151003656192	695495162311540736	695495212093698048	695495223024062464	695495237511176192	695495265793388544	695495278263021569	695495288090300416	695495311888809984	695495319119912960	695495322378764288	695495341894819840	695495359821271040	695495378376880128	695495391953833984	695495421796360193	695495430587568129	695495446555308032	695495479249887232	695495494697512960	695495494001233920	695495506974257152	695495517745213440	695495580479389696	695495589434421248	695495615971635200	695495635164749824	695495646346764288	695495654580162561	695495661194620929	695495664122204160	695495663195287552	695495699496984576	695495760641568768	695495769596399616	695495786650476544	695495795051618304	695496080658731008	695498176980189184	695499511087521792	695504239494168577	695505539468554240	695506960398094337	695510371746975744	695512178753982464	695512965303283712	695513638430347264	695513657745100800	695520109079695360	695536108051042304	695551871197384704	695552995904192512	695563597108355072	695577881255243776	695581086185877504	695588569193324545	695593092829880320	695600877130809345	695609772125593600	695611595636879360	695613810166468609	695619387458502656	695620481437728768	695625488664891392	695629745287921664	695645020960006145	695645491942457344	695794984780484608	695887679888736256	696110625194377221	698005480984158208	698006038977650688	698006130144858112	698006129368903680	698007248837054464	698008102650691584	698008682148339712	698009008632950784	698009141516828672	698009210529980416	698009645202407424	698009996311838720	698010978617679872	698010983852191745	698010999937314816	698011010351833088	698011022443982859	698011032699031552	698011046531891203	698011046225641473	698011046166994944	698011059966246912	698011059433578496	698011061723619328	698011204980178948	698011350518226944	698011358680383488	698011365915512832	698011367245152256	698011420982693888	698011522602180608	698012168189562881	698012250792136704	698012660697182208	698012676606156800	698012689839161344	698012695971262464	698012694985592832	698012693706383362	698012693639274496	698012696935948288	698012702346579968	698012705844670464	698012719941718016	698012751935836160	698012763763843073	698012819623514112	698012828855173121	698012837940039680	698012846425137152	698012855476486144	698012864280330240	698012873402941440	698012878553518080	698012885969039361	698012904788926465	698012912657379328	698012943833673728	698012943678476292	698012942910906369	698012946111135744	698012951404359680	698012951035277312	698012950368354304	698012950250942465	698012949365952512	698012949173170176	698012953182736385	698012959969161216	698012958496989186	698012966684200961	698012966419980288	698012966319304705	698012965836959744	698012971448963073	698012970261942273	698012969817378816	698012978788982785	698012989073420289	698013023324270592	698013038159396865	698013046644453376	698013055163113472	698013063539109888	698013071831203841	698013079901057026	698013090214858753	698013127787450368	698013136188604418	698013148192768000	698013174679732225	698013184611856385	698013197635162112	698013200638304257	698013221995741185	698013221823774720	698013230212382721	698013240643624960	698013256200298496	698013269185789952	698013274302840832	698013273501749248	698013287024164864	698013301385474048	698013312840151040	698013314429759488	698013321274916868	698013334818324481	698013365646393346	698013381316325376	698013389411332096	698013462706847745	698013471187664896	698013516955938816	698013525311000577	698013533884141568	698013533791846401	698013683117641728	698013703585853440	698013887162142720	698013974021935104	698014024856764416	698014206633705472	698014219749359616	698014803030310912	698014870378119168	698014895049035777	698015611310510080	698015655455404034	698015801253691392	698016217173401600	698016219987771393	698016232293830658	698016462678560773	698016562314280960	698016560338718720	698016584002990083	698016589174673408	698016724445040640	698016954511044609	698017233101058049	698017291003269121	698017453272489984	698017481168785408	698017483119206402	698017713352888320	698017802880315392	698017823226920960	698018276455002112	698018607045816320	698018614708871168	698018653824888833	698019976108576768	698020220082884608	698020642172481536	698020794471882752	698021065017012224	698021209284317184	698021712223297537	698021751574233088	698022029732106241	698023067767873537	698023083194494976	698023589920899073	698023597084798977	698023607708946433	698023614734475265	698023628403658753	698023651501674500	698023651422052352	698023651392684032	698023740135702528	698023800265256960	698023818279817216	698023892237963264	698023942213120001	698023956545011712	698023966292574208	698024022383030273	698024027533627395	698024883683352576	698025201133445121	698025700901539840	698025938001358849	698026325643235328	698026675708137472	698026729722421249	698026851143282688	698026850501529601	698028127306387456	698029172145389568	698029250952241152	698029687486820352	698029722366799872	698030149921419264	698030212307550208	698030258323222529	698031330026614784	698031423270178817	698031466551386112	698031973533671424	698032002323197952	698032024737681408	698032073936752640	698032687156695040	698034608449982464	698035208797470720	698036397702311936	698036889895510016	698036912653783040	698036967016173568	698038243699331072	698038543093014529	698038881078349825	698042556983046145	698042794078814208	698043713507979264	698044901255208960	698046448768806912	698047009249484800	698047416939876352	698047416256196608	698048655597690880	698060569207660544	698065222574059520	698070344368680960	698073872206180352	698074154801696768	698087711224107008	698106089670385669	698106089661984768	698107825965264896	698109059824660484	698111277642678274	698112973886382080	698118402523688960	698126620415102976	698138395860738048	698167213207875584	698167229133778944	698171054297059328	698174760019034112	698176228260519940	698176639814000640	698185750983024640	698188250758955008	698204261251813376	698218157039710209	698225590931976192	698234479094185985	698234548572839945	698375070830501888	698662466486607872	698911625479258114	698946865560227840	700836822134476800	702743925757386753	703092214486818818	703144636118757377	705067814751698944	706685512250036225	706687486760775680	706689122732273664	706689167477116928	706689192055730176	706689520335515648	706689775907049472	706690061958574080	706690097249447936	706690199393275904	706690463206653952	706690504021385216	706690563798667265	706690868057497600	706690867193470977	706691105820172288	706691378697273344	706691774199238656	706692513722187776	706692560987799552	706692732039925760	706692749681152000	706692896993492992	706692982515376132	706692997212143616	706692997115744257	706693012139577344	706693194399027200	706693760093188100	706693956474642432	706693992851902464	706694036850143232	706694137224019968	706694135340732417	706694189401174016	706694249958477824	706694248758976512	706694453113782272	706694648060841989	706694729812078592	706694762401828865	706694795763150848	706694943507611648	706694974751051777	706695218519744512	706695225721425920	706695298563883009	706695298140266497	706695631373410305	706695631088197633	706695652030296064	706695706820616192	706695816103133189	706695853713436672	706695855227564032	706695860948590592	706695859652554752	706695873783136256	706695878552104960	706695935108255744	706695962518016000	706696005367021568	706696137152057344	706696325325332480	706696409903312896	706697510836965376	706697564037509121	706697590029463554	706698111897493504	706698552207155200	706698578241200129	706698947960676353	706699187832770560	706699197722947585	706699212327616513	706699228588982272	706699611914833922	706699941758939146	706700028404830208	706700051574190080	706700162370924545	706700280629469184	706701151115341824	706701161974341633	706701233587953664	706701249882820609	706701535896596480	706702024046452736	706702048805445634	706702185900412928	706702241630130176	706702294075711492	706702401504481280	706702461923422209	706702471674986496	706702489412890624	706702606983421952	706702911653482497	706702980712685568	706703001646460930	706703069229281280	706703096685142016	706703147083890688	706703186606878721	706703492963028992	706703711146409984	706703786354581505	706703824296120320	706703959520448512	706703985281994753	706704153742090241	706704363201433600	706704368330997760	706704409468788736	706704485004005376	706704642906820608	706704813334011904	706704819675729920	706704833009442817	706704834896883712	706704834812981249	706704868275331072	706705611489083392	706705627456761856	706705651049893888	706705670230290432	706705765646532608	706705772604837888	706705780087492609	706707038508818432	706707248181936128	706707255811379200	706707769252970496	706707776517443584	706708117489233921	706708171230937088	706708168890429442	706709575131656192	706711265737990145	706712228242837504	706712445381816320	706712500151029760	706712520988319744	706712868180201472	706713228739375104	706713528493690880	706713560777248768	706713568998100992	706713584034668544	706713599662620672	706715480329850880	706716421389070336	706717272774062082	706717851751591937	706718314995720193	706718531857985536	706721302543859713	706721375810150400	706723541614354433	706745398874996736	706751572685012992	706757599274860545	706778047572271104	706781748093267968	706783155735252993	706788461735358464	706793059627958272	706799028391059456	706809763322056705	706811875955179520	706814258387009537	706831664224325632	706834085533114369	706839600623394820	706850923461648384	706852695123042305	706868270872133634	706877701320093697	706881262993195009	706892893286309888	706892994138386432	706895444648050689	706896014926614529	706899310873583616	706910149533761536	706910439519739904	706913548140744709	706923484610318336	706980292653789184	707029525721260032	707795645751492608	707795643931172864	707796046848647176	707796428496707589	707796502735880192	707797106635968513	707797523931471872	707797644995903488	707798564274094080	707798598638039040	707798669685297153	707799123475480578	707799176852217856	707799359375724544	707799543501426688	707799871223414784	707800267996209152	707800722776199168	707801075592601600	707801223085346820	707801238683971586	707801700275507200	707801706097188865	707801762141437952	707803367804936193	707803644868083712	707804711630544896	707804710892388353	707804738625146880	707804768752766977	707804772297003010	707804775958626304	707804827254923265	707805068423200768	707805250481233920	707805464122298368	707805771656986626	707805980571074561	707805981573517315	707806134565015552	707806165359529984	707806353650262017	707807161557098496	707807306248024064	707807918951899136	707808082613706758	707808285467013123	707808320845914112	707808374423994369	707808478560124930	707808573489815553	707809011316428800	707809164651790336	707809269882732545	707809279487647744	707809290501885953	707809369321316352	707809510807769094	707809588943429632	707809612964167680	707809926295523328	707811015992479744	707811076931522560	707811248805703680	707811254077882368	707811261640261632	707811583502712832	707811929092444163	707812148571979780	707812428357214208	707812467771109376	707812499312287744	707812515573571585	707813093821251584	707813334624686080	707813537251520512	707813647511396352	707813787303350272	707814012994588672	707817066292781056	707824067978645504	707833417862230016	707833894347927553	707835114219122688	707835161656868865	707839237257691136	707839355554013184	707850771568599041	707851141535690754	707852281555714048	707864603934400512	707865133616201728	707865405566656512	707866115502792704	707883216133169152	707888638076407808	707889849542389760	707892498845323264	707902712315305984	707916164630974465	707918510643609600	707923747911524352	707924350461026304	707939611926994944	707955460905836544	707967932983173120	708000238624251906	708000811121442816	708004244243107840	708015595439202304	708080940019486720	708081088854274053	708150377460269056	708150432925917184	708388034224324608	708400546990977024	708735070933274624	708970660786208768	720787591793098752	720824767754801153	720840934699638785	720841029478256640	720841298190606336	720841363344855040	720841437437235200	720841446773751808	720841501555560448	720841523798016000	720841952841740288	720842244354220032	720842377884094464	720842517378301953	720843580680445952	720843742945550337	720843747211091968	720843781067530241	720843794321514496	720843797886701568	720843808124960768	720843836986032128	720843846653841408	720843898810011652	720843993026695168	720844012538605568	720844049683341312	720844206424469504	720844296790736896	720844363123699712	720844676492726272	720844745723908097	720845140600852485	720845629648277504	720845632156487680	720845657909506048	720845781159141376	720845945643016192	720846012563083264	720846270676344832	720846490009141248	720847691798872064	720847748518445056	720847847680159744	720848100001099777	720848239163932672	720848661731631105	720848796322639872	720849279137349632	720849286255120384	720849908895326209	720850037933154304	720850586808090626	720850818077843456	720851742477262848	720852228613939200	720852291134173184	720852682240491520	720853065012682752	720853541972156418	720853578861031425	720853950732181505	720854026078695425	720854067375779840	720854204009439233	720854211378872320	720854234699202560	720854247672127488	720854265850306560	720854611339272194	720854949656027136	720855029607890945	720855657952313345	720855801179410433	720855869194313728	720855997623828480	720856010080956416	720856599875563520	720856600353714177	720856735909486594	720856786958360576	720856786958352386	720856801550315521	720857532084785152	720857829809074176	720858041524969473	720858092485746688	720858319099854849	720860482060431362	720861114603413505	720861147100897280	720861197642248192	720861699201376256	720862408495865856	720867020963643392	720867781592244224	720868117073629184	720868120542351360	720868145867587584	720868152150593536	720877656548335617	720890662653202432	720899732885770240	720904913996226560	720905262823936000	720913066704113664	720920142994149376	720937359269851136	720949333634342912	720950865507393536	720955649857859584	720955890057244672	720966637160120320	720976266212548609	720979025452118016	720989028028399616	720989477011755010	721014701291806720	721030866592526336	721046087948218368	721086247423340545	721109774184681472	721192569791725570	721193635786670081	721193796894126080	721194413272211456	721229601356193792	721244865649065984	721303133654224896	721322441050431488	722291674643173380	722299694949335040	788733501399007232	1056476847045668865	1064856414563241984,politifact_real
politifact8119,http://www.cq.com/doc/newsmakertranscripts-4328623,interview with Bloomberg television,1193176701	2435577530	2840806188	3453524727	3471888654	4102513135	4103871003	4296587307	7989357928	8114112941	8218163914	8228548475	8712238196	8712239513	8712427807	8713949416	8718660980	8742314233	8742658158	10031497616	10407982395	10554576014	10554576548	10556863612	10619004465	10656928061	11339196358	11339360518	11342579614	11439455419	12997768137	13191182417	13191488173	13191489496	13192330439	13193600012	13291037784	13296055330	14981255509	16404333201	16404857382	16914689398	18790496197	20248533896	21284533852	25859105198	25865544526	26377030540	26377104384	26378708328	26489054697	27285141891	27334851869	27352692043	27364752312	27367163583	27369897799	27370242452	27373089034	27380772581	27384676624	27386362799	27390749969	27392597172	27411955493	27430337980	27441562729	27459070695	27468599250	27474260722	27527144455	27596279406	27686934699	27783110601	27933186810	27980826510	28373066899	28425128732	28444223716	28466231891	28473496219	28597172138	29015636458	29016054018	29017975077	29236942272	29253878466	3220582170632192	3220581147217920	3251233179574272	3251284098420736	6506066049245184	6506065508175872	6506064929357824	6506064811925504	8143051151118336	8564060668821504	8564068977745921	9159124868665344	10671917967085569	10677881051021312	10710461444005889	10733910803615744	10733910547767297	10734800784588800	10798994112385024	12348697731928064	13377691306688512	13377695354200064	13377869623328768	13377874320949248	13400879277281280	13400901557424128	13448157761380352	13493336027439104	13548555599872000	13764196806168576	15073857803128832	15162114268205056	15264142176813056	17147042266615808	17942141770661891	17942141279936512	17942140579483648	18667244192010240	18668332701974528	19574113022517248	25651663582793729	30243574691926016	36166499857215488	36629006920978432	38157849611730944	46509347974549504	50798703363096576	50952779094687746	51318545824481280	53636124974919681	53636971301572608	57247011593916416	57445071414493186	57792713474584576	57811644549578754	57813633979256832	57813633899577344	57813638509109248	58868935973539840	58868962573824000	58871413477605377	59456002805874689	60329188699283456	65074226759077889	65074226037669889	65962517637238784	84651182500487168	86132591438200832	96270626435760128	102977502242291713	106105135519891456	116182799333068800	116185053628858369	117966934934421504	119560615651053568	120102826306306048	121284082607980544	122387744730255360	124400438144532481	124400444553445376	124854582303133696	137608806053064704	141521903893487617	149162895924666369	149167301701287938	152894021507883008	156268259170189312	158805695666470914	162237671203287040	162279425730289664	163212264109903872	163212261048061952	167063883356442625	169715049940791296	171002732252102656	172291551878332416	174533041992105984	178825086621589504	184264516299796480	187291738396835840	187568038059589632	188088540494692352	189723196772200448	200913662142185472	202036626132705281	203086870555541504	203480093786513411	206025343751028736	212682772479868928	212712049644548097	212764516423966721	213752473540759552	215050515829112833	215051643878785024	223843197246382080	225287153226219520	225939564362080256	227172625573617665	227424501355388928	227424664270565376	227424936615112705	230009596641689600	230010506394624000	230501450399219715	230501483114815488	230503933150388226	230503979124158464	230506096207482882	230516539584028672	230618766235553792	231462914559725568	231878331287601153	233327108577972224	238388339181498369	248793934824878081	263281982971191296	275961022970466306	275962926081392641	276013353430822912	276033454997655552	276033469962932224	276241122836230145	277010115423514624	286230796786872320	287775667230212096	291443058778722304	291443061291114496	291455173883211776	302795801950818304	304572161715220480	309424187804639232	312632259658268672	317069843927007234	317364226060591104	322011942149570562	322023144741281792	322024513237811201	332170706488029185	332171016803594240	332193987807035394	332197695479484416	332199901393981441	333499579045650432	333619975107518466	344860097345896448	345664899688583168	346777748439699456	347265151893925888	353220207608733696	353220212776120320	353223739346923520	353237139581968384	353313510551322624	354148309419573248	357428909194739712	357429215223758848	364558095751454721	364558093905969152	377122829688635393	378067163141005312	378152916567076864	378297048576962560	385093669226700800	388166923969511424	393086519595913216	393086555994079232	395284352478629888	397449475355967488	404327695275675648	407633562398375936	409021100438585344	409070657188556800	419161755546554368	419161756775514112	419165872264314880	420668304093503488	423351720513515520	423486127384043520	425647586402631680	433717782489071616	436604102118608896	436863820267798529	438212906975780864	440954383531270144	443398126330970112	448872295310712832	448880642256683009	458642469593165824	462265516933918720	469522090811355136	473495887671721984	473535060545523712	478688174395650049	491954024242241536	497317235459760128	504625155604107264	509049328854249472	518171943661760512	519622319711322112	525376870767149056	540789667285569536	547053063630884864	547053068261404672	553631403464597505	556123101357166593	556217378225549312	558219166961106946	558314997118672896	564474672893669376	567453746343723008	568024713940865024	571008506062643201	585427979649581056	585451310247505920	602939327983669248	605765628486512640	605813175259250688	605993198452908032	606067663505231872	606093500304736256	606145303385919489	610522034888511488	613532424274751489	616112044413190145	621850239947939840	625913524305399808	627045300524449792	628598139474219008	630651608221753344	636385616708636674	645142567047286784	655780711006412802	666946167444537344	688337931384295424	690359413970997248	703034179131342848	703176210256244736	705708136825528320	705708142005526528	705708146019401728	706684879912771585	712718419229937664	716921909280157699	721752323131891712	729834178674577412	730378915210989568	739905215910969345	739908132743286788	745467429103378440	750964973099184128	769790772786958336	780420549570879488	781165000572493824	784304554321911809	784834918828433409	785429889230909440	785430328697552896	795089547189174272	800745911416721408	820015861977251840	821437287267319808	824256206361522176	831554692991721473	858042724578205697	879590255266902016	895921998928523264	895922028338831360	897795939976581120	914983853185318913	914983982323818496	936234571821174789	936387302103965697	951461424693501952	951726287449595905	952144679864340480	954089086750547970	955346293219610624	955732894646984704	956461776652197888	959430782279475202	960243169924395008	960678315181985793	961866899691790336	967460013882118144	972538372668436481	976764617715314688	976766754881003520	977977174853668865	979838328517398528	980969710920523777	982541107836932096	984358966527479808	989774853237440512	989918452717686785	989918679168176128	989918903240396801	989919249614417921	992323965459861506	992443229701361664	993105202147344385	995886012076384257	996392829588041728	996393172413632517	996393767845482496	996395154662739968	996396109932134400	996410405462462464	998588153723277313	1010059922745094145	1010568643959250944	1012313141340852225	1012866887959699462	1013523961756385280	1018988706152280065	1019466711735717888	1031491822105681921	1031497678725804032	1031498324900302851	1034032937627475969	1035466108135006210	1035494759911972864	1040038978701774848	1041584686181568513	1044951002863095808	1044983463969992704	1046067302536531968	1047853962613989381	1048965575576342530	1051710057191284737	1052215282993786880	1054300694117801984	1059445283367469056	1059447302455283713	1059449398973861889	1059456937140592642	1063143425124524033	1065896647421513729,politifact_real
politifact8621,http://www.acton.org/pub/commentary/2012/02/08/obamacare-vs-catholic-bishops,Obamacare vs. the Catholic bishops,166723457164378116,politifact_real
politifact66,http://www.fdic.gov/news/news/financial/2005/fil1405.html,FDIC: FIL-14-2005: Revised Examination Guidance,,politifact_real
